SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI
182,DC:A6:32:33:AA:02,2020-07-10 18:22:38.003191,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-64
183,DC:A6:32:33:AA:02,2020-07-10 18:22:39.743941,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-58
184,DC:A6:32:33:AA:02,2020-07-10 18:22:40.004533,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-64
185,DC:A6:32:33:AA:02,2020-07-10 18:22:41.104610,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-64
186,DC:A6:32:33:AA:02,2020-07-10 18:22:42.392133,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-58
187,DC:A6:32:33:AA:02,2020-07-10 18:22:44.397094,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-64
188,DC:A6:32:33:AA:02,2020-07-10 18:22:45.229750,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-56
189,DC:A6:32:33:AA:02,2020-07-10 18:22:46.010996,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-65
190,DC:A6:32:33:AA:02,2020-07-10 18:22:47.283484,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-57
191,DC:A6:32:33:AA:02,2020-07-10 18:22:48.594744,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-64
192,DC:A6:32:33:AA:02,2020-07-10 18:22:49.359713,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-58
193,DC:A6:32:33:AA:02,2020-07-10 18:22:50.162219,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-65
194,DC:A6:32:33:AA:02,2020-07-10 18:22:51.057202,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-65
195,DC:A6:32:33:AA:02,2020-07-10 18:22:52.153547,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-58
196,DC:A6:32:33:AA:02,2020-07-10 18:22:53.102282,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-59
197,DC:A6:32:33:AA:02,2020-07-10 18:22:54.092297,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-66
198,DC:A6:32:33:AA:02,2020-07-10 18:22:55.849748,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-57
199,DC:A6:32:33:AA:02,2020-07-10 18:22:56.008436,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-58
200,DC:A6:32:33:AA:02,2020-07-10 18:22:57.112248,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-58
201,DC:A6:32:33:AA:02,2020-07-10 18:22:58.024223,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-58
202,DC:A6:32:33:AA:02,2020-07-10 18:22:59.659286,8c06a4aa-c314-11ea-809e-dca63233aa01,1,1,1,-57
